CustomerKey,FirstName,LastName,Gender,EmailAddress,BirthDate,AnnualIncome,EducationLevel,HomeOwner,MaritalStatus,Occupation,Prefix,TotalChildren
27036,HUNTER,BROWN,M,hunter63@adventure-works.com,1956-01-18 00:00:00,30000,High School,N,S,Skilled Manual,MR.,2
27037,LAUREN,RODRIGUEZ,F,lauren38@adventure-works.com,1956-08-14 00:00:00,30000,High School,Y,M,Skilled Manual,MRS.,2
27038,EDUARDO,REED,M,eduardo87@adventure-works.com,1956-12-14 00:00:00,30000,High School,Y,M,Skilled Manual,MR.,2
27039,JONATHAN,LEWIS,M,jonathan75@adventure-works.com,1956-04-27 00:00:00,30000,High School,N,S,Skilled Manual,MR.,2
27040,PAUL,SINGH,M,paul5@adventure-works.com,1957-06-06 00:00:00,20000,Partial High School,Y,M,Clerical,MR.,2
27041,EDWARD,SMITH,M,edward22@adventure-works.com,1957-11-18 00:00:00,20000,Partial High School,N,S,Clerical,MR.,2
27042,NOAH,ROBERTS,M,noah31@adventure-works.com,1957-07-13 00:00:00,30000,High School,Y,M,Skilled Manual,MR.,2
27043,DALTON,MURPHY,M,dalton86@adventure-works.com,1958-06-09 00:00:00,30000,High School,Y,S,Skilled Manual,MR.,2
27044,CAROL,LONG,F,carol6@adventure-works.com,1958-04-24 00:00:00,30000,High School,Y,S,Skilled Manual,MRS.,2
27045,ANGEL,BROOKS,M,angel0@adventure-works.com,1958-09-05 00:00:00,30000,High School,N,S,Skilled Manual,MR.,2
27046,ALLISON,HOWARD,F,allison10@adventure-works.com,1958-06-16 00:00:00,40000,Partial College,Y,M,Clerical,MRS.,1
27047,YOLANDA,RAI,F,yolanda16@adventure-works.com,1958-10-13 00:00:00,40000,Partial College,Y,M,Clerical,MRS.,1
27048,MELANIE,WATSON,F,melanie11@adventure-works.com,1958-10-06 00:00:00,40000,Partial College,N,M,Clerical,MRS.,1
27050,CHLOE,TURNER,F,chloe2@adventure-works.com,1958-02-05 00:00:00,40000,Partial College,Y,S,Clerical,MRS.,2
27051,CHARLES,BROWN,M,charles7@adventure-works.com,1959-05-11 00:00:00,40000,Partial College,N,S,Clerical,MR.,2
27052,JADA,BAILEY,F,jada7@adventure-works.com,1959-08-25 00:00:00,40000,Partial College,N,S,Clerical,MRS.,2
27053,STEVEN,COOK,M,steven31@adventure-works.com,1959-03-24 00:00:00,40000,Partial College,Y,S,Clerical,MR.,2
27054,SHAWN,SHARMA,M,shawn11@adventure-works.com,1959-12-06 00:00:00,40000,Partial College,N,M,Clerical,MR.,2
27055,ISABELLA,SANCHEZ,F,isabella82@adventure-works.com,1959-03-23 00:00:00,40000,Partial College,N,S,Clerical,MRS.,2
27056,MACKENZIE,JAMES,F,mackenzie6@adventure-works.com,1959-08-15 00:00:00,40000,Partial College,Y,S,Clerical,MRS.,2
27057,BROOKE,MORRIS,F,brooke16@adventure-works.com,1972-08-16 00:00:00,50000,Graduate Degree,N,S,Skilled Manual,MS.,0
27058,NATHAN,BUTLER,M,nathan10@adventure-works.com,1972-02-21 00:00:00,50000,Graduate Degree,Y,S,Skilled Manual,MR.,0
27059,HUNTER,PERRY,M,hunter4@adventure-works.com,1972-10-04 00:00:00,50000,Graduate Degree,N,M,Skilled Manual,MR.,0
27060,LUCAS,COLEMAN,M,lucas55@adventure-works.com,1973-03-28 00:00:00,40000,Graduate Degree,Y,M,Skilled Manual,MR.,0
27061,GABRIELLE,SCOTT,F,gabrielle56@adventure-works.com,1973-09-02 00:00:00,40000,Graduate Degree,N,S,Skilled Manual,MS.,0
27062,EDWARD,HARRIS,M,edward36@adventure-works.com,1973-04-03 00:00:00,40000,Graduate Degree,Y,S,Skilled Manual,MR.,0
27063,TAYLOR,FLORES,F,taylor37@adventure-works.com,1973-04-20 00:00:00,40000,Graduate Degree,Y,M,Skilled Manual,MS.,0
27064,BARBARA,CHANDE,F,barbara44@adventure-works.com,1973-06-20 00:00:00,40000,Graduate Degree,Y,M,Skilled Manual,MS.,0
27065,JORDAN,WRIGHT,M,jordan74@adventure-works.com,1973-02-10 00:00:00,40000,Graduate Degree,Y,M,Skilled Manual,MR.,1
27066,COLE,MURPHY,M,cole15@adventure-works.com,1973-12-26 00:00:00,40000,Graduate Degree,Y,S,Skilled Manual,MR.,1
27067,JENNIFER,RODRIGUEZ,F,jennifer47@adventure-works.com,1973-04-11 00:00:00,60000,Graduate Degree,N,S,Skilled Manual,MRS.,1
27068,JADE,KELLY,F,jade1@adventure-works.com,1973-02-06 00:00:00,60000,Graduate Degree,Y,S,Skilled Manual,MRS.,1
27069,GABRIELLA,PEREZ,F,gabriella35@adventure-works.com,1973-04-16 00:00:00,60000,Graduate Degree,N,M,Skilled Manual,MRS.,1
27070,NATHAN,DAVIS,M,nathan63@adventure-works.com,1972-01-09 00:00:00,50000,Graduate Degree,Y,M,Skilled Manual,MR.,1
27071,ANTHONY,CLARK,M,anthony5@adventure-works.com,1971-01-09 00:00:00,40000,High School,Y,S,Skilled Manual,MR.,4
27072,ALEX,BAKER,M,alex36@adventure-works.com,1971-07-04 00:00:00,70000,Graduate Degree,Y,M,Skilled Manual,MR.,1
27073,SYDNEY,SANDERS,F,sydney22@adventure-works.com,1971-11-17 00:00:00,70000,Graduate Degree,Y,M,Skilled Manual,MRS.,1
27074,KRISTI,SANCHEZ,F,kristi38@adventure-works.com,1971-03-22 00:00:00,70000,Graduate Degree,Y,M,Skilled Manual,MRS.,1
27075,JACKSON,CHEN,M,jackson27@adventure-works.com,1971-10-14 00:00:00,70000,Graduate Degree,N,M,Skilled Manual,MR.,1
27076,DAKOTA,RUSSELL,M,dakota16@adventure-works.com,1971-09-22 00:00:00,60000,Graduate Degree,Y,M,Skilled Manual,MR.,1
27077,ROBERT,HENDERSON,M,robert18@adventure-works.com,1972-09-03 00:00:00,60000,Graduate Degree,N,S,Skilled Manual,MR.,1
27078,CHLOE,SCOTT,F,chloe11@adventure-works.com,1970-10-18 00:00:00,40000,Bachelors,Y,M,Skilled Manual,MRS.,1
27079,NATALIE,LEWIS,F,natalie88@adventure-works.com,1970-09-17 00:00:00,40000,Bachelors,Y,M,Skilled Manual,MRS.,1
27080,NATHAN,CAMPBELL,M,nathan36@adventure-works.com,1970-06-03 00:00:00,40000,Bachelors,Y,M,Skilled Manual,MR.,1
27081,JASON,ROSS,M,jason2@adventure-works.com,1970-02-24 00:00:00,40000,Bachelors,Y,M,Skilled Manual,MR.,1
27082,ZACHARY,TAYLOR,M,zachary38@adventure-works.com,1970-03-08 00:00:00,40000,Bachelors,Y,M,Skilled Manual,MR.,1
27083,KEVIN,PERRY,M,kevin10@adventure-works.com,1970-02-02 00:00:00,40000,Bachelors,Y,M,Skilled Manual,MR.,1
27084,FERNANDO,RUSSELL,M,fernando61@adventure-works.com,1970-03-03 00:00:00,40000,Bachelors,N,M,Skilled Manual,MR.,1
27085,CHRISTIAN,WILSON,M,christian37@adventure-works.com,1970-10-02 00:00:00,40000,Bachelors,Y,M,Skilled Manual,MR.,1
27086,LAUREN,HOWARD,F,lauren12@adventure-works.com,1970-01-04 00:00:00,40000,Bachelors,Y,M,Skilled Manual,MRS.,1
27087,JUSTIN,CLARK,M,justin47@adventure-works.com,1970-04-15 00:00:00,40000,Bachelors,Y,M,Skilled Manual,MR.,1
27088,TRISTAN,PATTERSON,M,tristan11@adventure-works.com,1970-05-22 00:00:00,60000,Graduate Degree,Y,S,Professional,MR.,1
27089,JANELLE,GARCIA,F,janelle11@adventure-works.com,1969-08-18 00:00:00,60000,Bachelors,N,S,Skilled Manual,MRS.,2
27090,ELIZABETH,BROWN,F,elizabeth8@adventure-works.com,1969-06-16 00:00:00,60000,Graduate Degree,Y,M,Professional,MRS.,1
27091,MIGUEL,MARTIN,M,miguel14@adventure-works.com,1971-10-20 00:00:00,60000,Graduate Degree,N,M,Professional,MR.,1
27092,MARISSA,ROSS,F,marissa2@adventure-works.com,1971-03-11 00:00:00,70000,Graduate Degree,N,S,Professional,MRS.,2
27093,ALEXANDRA,MARTIN,F,alexandra78@adventure-works.com,1971-11-15 00:00:00,70000,Graduate Degree,Y,S,Professional,MRS.,3
27094,SEAN,KELLY,M,sean9@adventure-works.com,1969-04-13 00:00:00,60000,Graduate Degree,Y,S,Professional,MR.,1
27095,SPENCER,FLORES,M,spencer14@adventure-works.com,1969-04-11 00:00:00,60000,Graduate Degree,Y,M,Professional,MR.,1
27096,CHASE,WATSON,M,chase1@adventure-works.com,1968-11-19 00:00:00,70000,Bachelors,Y,M,Skilled Manual,MR.,2
27097,KAITLYN,GONZALES,F,kaitlyn84@adventure-works.com,1968-03-22 00:00:00,70000,Bachelors,Y,M,Skilled Manual,MRS.,2
27098,SARAH,WILSON,F,sarah9@adventure-works.com,1968-06-16 00:00:00,70000,Bachelors,Y,M,Skilled Manual,MRS.,2
27099,ZACHARY,WILLIAMS,M,zachary32@adventure-works.com,1970-10-03 00:00:00,60000,Graduate Degree,Y,M,Professional,MR.,1
27100,HUNTER,WALKER,M,hunter56@adventure-works.com,1970-02-27 00:00:00,60000,Graduate Degree,N,M,Professional,MR.,1
27101,EDUARDO,BELL,M,eduardo81@adventure-works.com,1970-03-05 00:00:00,60000,Graduate Degree,Y,S,Professional,MR.,1
27102,KATHERINE,MILLER,F,katherine76@adventure-works.com,1970-07-12 00:00:00,60000,Graduate Degree,N,S,Professional,MRS.,1
27103,CHLOE,BROOKS,F,chloe63@adventure-works.com,1970-03-02 00:00:00,70000,Graduate Degree,Y,S,Professional,MRS.,3
27104,RANDY,ZHU,M,randy16@adventure-works.com,1970-10-03 00:00:00,70000,Graduate Degree,Y,M,Professional,MR.,4
27105,SEAN,PEREZ,M,sean35@adventure-works.com,1970-06-13 00:00:00,70000,Graduate Degree,Y,S,Professional,MR.,4
27106,JENNIFER,ALLEN,F,jennifer26@adventure-works.com,1970-01-25 00:00:00,70000,Graduate Degree,N,S,Professional,MRS.,4
27107,ALEXA,STEWART,F,alexa21@adventure-works.com,1970-08-22 00:00:00,70000,Graduate Degree,N,M,Professional,MRS.,4
27108,RACHEL,THOMPSON,F,rachel18@adventure-works.com,1967-11-17 00:00:00,50000,Bachelors,N,S,Skilled Manual,MRS.,2
27109,MANDY,CAI,F,mandy22@adventure-works.com,1966-11-13 00:00:00,80000,Bachelors,Y,M,Skilled Manual,MRS.,3
27110,ANDREW,MILLER,M,andrew15@adventure-works.com,1966-05-09 00:00:00,80000,Bachelors,Y,M,Skilled Manual,MR.,3
27111,GABRIEL,FLORES,M,gabriel9@adventure-works.com,1966-08-15 00:00:00,60000,Graduate Degree,Y,M,Professional,MR.,0
27112,CALEB,FOSTER,M,caleb13@adventure-works.com,1966-04-07 00:00:00,60000,Graduate Degree,N,S,Professional,MR.,0
27113,ASHLEY,DIAZ,F,ashley49@adventure-works.com,1966-03-01 00:00:00,60000,Graduate Degree,Y,M,Professional,MS.,0
27114,ALEXANDER,THOMPSON,M,alexander19@adventure-works.com,1966-11-11 00:00:00,70000,Graduate Degree,Y,M,Professional,MR.,4
27115,KRISTI,NAVARRO,F,kristi5@adventure-works.com,1966-05-18 00:00:00,70000,Graduate Degree,Y,M,Professional,MRS.,5
27116,REGINA,GONZALEZ,F,regina17@adventure-works.com,1966-01-25 00:00:00,70000,Graduate Degree,Y,S,Professional,MRS.,5
27117,JERMAINE,PRASAD,M,jermaine7@adventure-works.com,1966-06-13 00:00:00,70000,Graduate Degree,Y,M,Professional,MR.,5
27118,TINA,KAPOOR,F,tina3@adventure-works.com,1970-07-06 00:00:00,30000,Bachelors,Y,M,Clerical,MS.,0
27119,MAYRA,GONZALEZ,F,mayra18@adventure-works.com,1970-09-27 00:00:00,30000,Bachelors,Y,M,Clerical,MS.,0
27120,CLARENCE,KUMAR,M,clarence22@adventure-works.com,1970-02-27 00:00:00,30000,Bachelors,Y,M,Clerical,MR.,0
27121,TERESA,RUBIO,F,teresa20@adventure-works.com,1969-02-05 00:00:00,20000,Partial College,N,S,Manual,MS.,0
27122,ERNEST,LIANG,M,ernest16@adventure-works.com,1969-07-04 00:00:00,20000,Partial College,N,S,Manual,MR.,0
27123,JACLYN,XIE,F,jaclyn26@adventure-works.com,1969-11-11 00:00:00,30000,Bachelors,Y,S,Clerical,MS.,0
27124,RAYMOND,KOVAR,M,raymond5@adventure-works.com,1969-04-05 00:00:00,30000,Bachelors,N,M,Clerical,MR.,0
27125,ALBERT,DOMINGUEZ,M,albert13@adventure-works.com,1969-05-21 00:00:00,30000,Bachelors,Y,M,Clerical,MR.,0
27126,DEREK,SHARMA,M,derek8@adventure-works.com,1969-10-11 00:00:00,40000,Graduate Degree,N,S,Clerical,MR.,0
27127,MISTY,BLACK,F,misty22@adventure-works.com,1969-03-02 00:00:00,40000,Graduate Degree,Y,S,Clerical,MS.,0
27128,HEATHER,CAI,F,heather20@adventure-works.com,1969-08-09 00:00:00,40000,Graduate Degree,N,S,Clerical,MS.,0
27129,MINDY,TANG,F,mindy8@adventure-works.com,1969-10-26 00:00:00,60000,Graduate Degree,N,S,Skilled Manual,MS.,0
27130,ERIC,PARKER,M,eric41@adventure-works.com,1969-07-02 00:00:00,60000,Graduate Degree,Y,S,Skilled Manual,MR.,0
27131,EDGAR,MADAN,M,edgar8@adventure-works.com,1969-08-16 00:00:00,60000,Graduate Degree,N,S,Skilled Manual,MR.,0
27132,EDUARDO,GONZALEZ,M,eduardo32@adventure-works.com,1952-10-11 00:00:00,10000,Partial College,N,S,Manual,MR.,3
27133,PHILLIP,ARUN,M,phillip7@adventure-works.com,1952-07-18 00:00:00,20000,Partial College,N,M,Manual,MR.,2
27134,GLENN,CHEN,M,glenn3@adventure-works.com,1952-04-02 00:00:00,20000,Partial College,N,S,Manual,MR.,2
27136,ISABELLA,COLEMAN,F,isabella17@adventure-works.com,1968-11-22 00:00:00,10000,High School,Y,M,Manual,MRS.,2
27137,CINDY,LOPEZ,F,cindy16@adventure-works.com,1968-03-17 00:00:00,10000,High School,N,S,Manual,MRS.,3
27138,VERONICA,SARA,F,veronica11@adventure-works.com,1968-01-11 00:00:00,20000,Partial College,Y,M,Manual,MRS.,1
27139,JON,LIU,M,jon23@adventure-works.com,1968-01-24 00:00:00,20000,Partial College,N,S,Manual,MR.,1
27140,ROGER,HOLT,M,roger24@adventure-works.com,1968-07-25 00:00:00,20000,Partial College,Y,S,Manual,MR.,1
27141,TONYA,ANAND,F,tonya22@adventure-works.com,1968-12-05 00:00:00,30000,Bachelors,Y,M,Clerical,MRS.,1
27142,LINDSAY,ANDERSEN,F,lindsay13@adventure-works.com,1968-01-04 00:00:00,30000,Bachelors,Y,S,Clerical,MRS.,1
27143,ALVIN,DENG,M,alvin23@adventure-works.com,1968-08-01 00:00:00,40000,Graduate Degree,Y,S,Clerical,MR.,0
27144,FRANKLIN,SHEN,M,franklin20@adventure-works.com,1965-10-25 00:00:00,60000,Bachelors,Y,S,Professional,MR.,3
27145,PAMELA,CHAPMAN,F,pamela5@adventure-works.com,1965-11-25 00:00:00,60000,Bachelors,Y,S,Professional,MRS.,3
27146,DANNY,HERNANDEZ,M,danny4@adventure-works.com,1965-08-21 00:00:00,60000,Bachelors,Y,S,Professional,MR.,3
27147,MELVIN,NARA,M,melvin15@adventure-works.com,1965-11-03 00:00:00,70000,Bachelors,Y,S,Professional,MR.,5
27148,EDWIN,ZHU,M,edwin15@adventure-works.com,1965-12-21 00:00:00,70000,Bachelors,N,S,Professional,MR.,0
27149,JEFFERY,SHE,M,jeffery23@adventure-works.com,1964-04-12 00:00:00,60000,Bachelors,Y,M,Professional,MR.,3
27150,LACEY,ANAND,F,lacey11@adventure-works.com,1964-05-26 00:00:00,60000,Bachelors,Y,M,Professional,MRS.,3
27151,CARRIE,MORENO,F,carrie6@adventure-works.com,1973-01-20 00:00:00,20000,Partial High School,Y,S,Manual,MS.,0
27152,DAWN,WANG,F,dawn2@adventure-works.com,1973-10-18 00:00:00,20000,Partial High School,Y,S,Manual,MS.,0
27153,GINA,RUIZ,F,gina2@adventure-works.com,1974-08-11 00:00:00,30000,Partial College,N,S,Clerical,MS.,0
27154,HOLLY,ARUN,F,holly8@adventure-works.com,1974-12-20 00:00:00,30000,Partial College,N,S,Clerical,MS.,0
27155,ERIC,HALL,M,eric61@adventure-works.com,1980-01-24 00:00:00,20000,Partial High School,Y,M,Manual,MR.,0
27156,MAKAYLA,MORGAN,F,makayla17@adventure-works.com,1980-08-23 00:00:00,20000,Partial High School,N,M,Manual,MS.,0
27157,RAUL,XU,M,raul5@adventure-works.com,1980-05-26 00:00:00,20000,Partial High School,Y,M,Manual,MR.,0
27158,LUCAS,JONES,M,lucas16@adventure-works.com,1980-03-19 00:00:00,20000,Partial High School,Y,M,Manual,MR.,0
27159,VERONICA,RODRIGUEZ,F,veronica21@adventure-works.com,1980-03-21 00:00:00,20000,Partial High School,N,S,Manual,MS.,0
27160,BRANDI,VAZQUEZ,F,brandi14@adventure-works.com,1978-01-18 00:00:00,30000,High School,N,M,Manual,MS.,0
27161,REGINALD,GILL,M,reginald21@adventure-works.com,1978-08-07 00:00:00,30000,High School,N,S,Manual,MR.,0
27162,PHILLIP,MADAN,M,phillip8@adventure-works.com,1974-09-26 00:00:00,40000,Bachelors,Y,M,Skilled Manual,MR.,1
27163,WAYNE,LUO,M,wayne7@adventure-works.com,1972-05-19 00:00:00,10000,Partial High School,Y,S,Manual,MR.,0
27164,MICHEAL,CARLSON,M,micheal14@adventure-works.com,1972-05-23 00:00:00,20000,Partial High School,Y,S,Manual,MR.,0
27165,BRUCE,PATEL,M,bruce3@adventure-works.com,1972-03-15 00:00:00,20000,Partial High School,N,S,Manual,MR.,0
27166,TRISHA,YE,F,trisha4@adventure-works.com,1973-07-10 00:00:00,30000,High School,N,S,Manual,MS.,0
27167,TANYA,VAZQUEZ,F,tanya11@adventure-works.com,1973-03-27 00:00:00,40000,Bachelors,Y,M,Skilled Manual,MRS.,1
27168,DONALD,MADAN,M,donald9@adventure-works.com,1972-04-09 00:00:00,20000,Partial High School,Y,M,Manual,MR.,0
27169,LOUIS,XU,M,louis22@adventure-works.com,1972-01-09 00:00:00,30000,High School,Y,S,Manual,MR.,0
27170,DOUGLAS,SARA,M,douglas14@adventure-works.com,1972-10-14 00:00:00,30000,High School,N,M,Manual,MR.,0
27171,KRISTI,GILL,F,kristi9@adventure-works.com,1972-10-17 00:00:00,30000,High School,N,S,Manual,MS.,0
27172,JESSIE,NAVARRO,F,jessie24@adventure-works.com,1971-08-09 00:00:00,10000,Partial High School,Y,S,Manual,MS.,0
27173,SUZANNE,YE,F,suzanne11@adventure-works.com,1971-12-25 00:00:00,10000,Partial High School,N,M,Manual,MS.,0
27174,FERNANDO,BENNETT,M,fernando45@adventure-works.com,1972-02-06 00:00:00,40000,Partial College,N,S,Clerical,MR.,2
27175,MARSHALL,RAJI,M,marshall41@adventure-works.com,1972-06-10 00:00:00,40000,Partial College,Y,S,Clerical,MR.,2
27176,ERIK,MARTIN,M,erik1@adventure-works.com,1971-03-21 00:00:00,20000,Partial High School,N,M,Manual,MR.,0
27177,HENRY,ARUN,M,henry7@adventure-works.com,1971-04-21 00:00:00,20000,Partial High School,Y,M,Manual,MR.,0
27178,TERRANCE,MEHTA,M,terrance11@adventure-works.com,1971-09-09 00:00:00,20000,Partial High School,Y,S,Manual,MR.,0
27179,JAMIE,RUBIO,M,jamie43@adventure-works.com,1971-03-23 00:00:00,30000,High School,N,S,Manual,MR.,0
27180,JOE,DIAZ,M,joe26@adventure-works.com,1971-02-03 00:00:00,30000,High School,N,S,Manual,MR.,0
27181,RAFAEL,DENG,M,rafael24@adventure-works.com,1970-05-19 00:00:00,40000,Partial College,Y,S,Clerical,MR.,2
27182,JARROD,SRINI,M,jarrod8@adventure-works.com,1970-08-25 00:00:00,40000,Partial College,Y,M,Clerical,MR.,2
27183,GEOFFREY,GARCIA,M,geoffrey12@adventure-works.com,1971-05-09 00:00:00,40000,Partial College,Y,S,Clerical,MR.,2
27184,DONALD,SUBRAM,M,donald14@adventure-works.com,1971-11-13 00:00:00,40000,Partial College,N,S,Clerical,MR.,2
27185,HALEY,NELSON,F,haley49@adventure-works.com,1971-10-19 00:00:00,40000,Partial College,N,S,Clerical,MRS.,2
27186,LINDSAY,SHAN,F,lindsay10@adventure-works.com,1971-01-04 00:00:00,40000,Partial College,N,S,Clerical,MRS.,2
27187,LUCAS,DIAZ,M,lucas69@adventure-works.com,1970-10-10 00:00:00,40000,Partial College,Y,M,Clerical,MR.,2
27188,CLAUDIA,SHE,F,claudia20@adventure-works.com,1970-07-06 00:00:00,40000,Partial College,Y,S,Clerical,MRS.,2
27189,ELIZABETH,DIAZ,F,elizabeth50@adventure-works.com,1975-11-20 00:00:00,40000,Partial College,Y,M,Clerical,MRS.,3
27190,SHELBY,REED,F,shelby20@adventure-works.com,1974-04-26 00:00:00,40000,Partial College,Y,M,Clerical,MRS.,3
27191,DAVID,BROWN,M,david77@adventure-works.com,1974-09-13 00:00:00,40000,Partial College,N,S,Clerical,MR.,3
27192,ANGELICA,GONZALES,F,angelica16@adventure-works.com,1974-10-16 00:00:00,40000,Partial College,N,S,Clerical,MRS.,3
27193,DANIEL,MILLER,M,daniel24@adventure-works.com,1974-05-18 00:00:00,50000,Graduate Degree,Y,S,Skilled Manual,MR.,0
27194,CHASE,COOPER,M,chase8@adventure-works.com,1931-05-14 00:00:00,40000,Graduate Degree,Y,M,Skilled Manual,MR.,1
27195,ROBERT,PEREZ,M,robert46@adventure-works.com,1931-12-10 00:00:00,80000,Graduate Degree,Y,M,Skilled Manual,MR.,5
27196,LAUREN,ROBINSON,F,lauren36@adventure-works.com,1966-02-19 00:00:00,80000,Graduate Degree,N,S,Skilled Manual,MS.,0
27197,ISAIAH,BELL,M,isaiah13@adventure-works.com,1966-11-24 00:00:00,80000,Graduate Degree,N,M,Skilled Manual,MR.,0
27198,JOCELYN,FLORES,F,jocelyn13@adventure-works.com,1966-04-06 00:00:00,80000,Graduate Degree,N,S,Skilled Manual,MS.,0
27199,JESSE,WRIGHT,M,jesse45@adventure-works.com,1966-03-18 00:00:00,80000,Graduate Degree,Y,M,Skilled Manual,MR.,0
27200,ANNA,THOMPSON,F,anna53@adventure-works.com,1966-10-14 00:00:00,80000,Graduate Degree,N,S,Skilled Manual,MS.,0
27201,JOSE,TAYLOR,M,jose69@adventure-works.com,1966-12-07 00:00:00,80000,Graduate Degree,Y,M,Skilled Manual,MR.,0
27202,JAMES,HALL,M,james71@adventure-works.com,1966-05-01 00:00:00,80000,Graduate Degree,N,S,Skilled Manual,MR.,0
27203,JENNIFER,SANCHEZ,F,jennifer53@adventure-works.com,1954-08-27 00:00:00,20000,Partial High School,N,S,Clerical,MRS.,3
27204,DEVIN,HALL,M,devin21@adventure-works.com,1954-06-01 00:00:00,30000,High School,N,S,Clerical,MR.,1
27205,ERIN,MURPHY,F,erin19@adventure-works.com,1954-10-01 00:00:00,30000,High School,Y,M,Clerical,MRS.,1
27206,MARCUS,MITCHELL,M,marcus39@adventure-works.com,1954-09-21 00:00:00,40000,Partial College,Y,M,Clerical,MR.,1
27207,TAYLOR,MORRIS,F,taylor2@adventure-works.com,1955-10-25 00:00:00,20000,Partial High School,Y,S,Clerical,MRS.,3
27208,DAVID,CHEN,M,david57@adventure-works.com,1955-05-22 00:00:00,20000,Partial High School,N,S,Clerical,MR.,3
27209,ERICK,RODRIGUEZ,M,erick19@adventure-works.com,1955-07-13 00:00:00,20000,Partial High School,N,S,Clerical,MR.,3
27210,HUNTER,FLORES,M,hunter9@adventure-works.com,1955-02-17 00:00:00,20000,Partial High School,N,S,Clerical,MR.,3
27211,ISAIAH,ROBERTS,M,isaiah27@adventure-works.com,1955-10-12 00:00:00,30000,High School,Y,M,Clerical,MR.,1
27212,SOPHIA,ROBERTS,F,sophia2@adventure-works.com,1955-10-17 00:00:00,30000,High School,N,M,Clerical,MRS.,1
27213,JULIA,LEWIS,F,julia42@adventure-works.com,1956-01-07 00:00:00,20000,Partial High School,N,S,Clerical,MRS.,3
27214,BIANCA,ZIMMERMAN,F,bianca0@adventure-works.com,1956-06-03 00:00:00,20000,Partial High School,N,M,Clerical,MRS.,3
27215,SAMANTHA,HUGHES,F,samantha37@adventure-works.com,1956-05-20 00:00:00,20000,Partial High School,N,S,Clerical,MRS.,3
27216,ANA,DIAZ,F,ana20@adventure-works.com,1956-10-27 00:00:00,30000,High School,N,M,Skilled Manual,MRS.,2
27217,JULIA,WALKER,F,julia44@adventure-works.com,1957-01-05 00:00:00,20000,Partial High School,N,S,Clerical,MRS.,2
27218,BAILEY,ALLEN,F,bailey43@adventure-works.com,1957-11-07 00:00:00,20000,Partial High School,N,M,Clerical,MRS.,2
27219,BENJAMIN,YANG,M,benjamin29@adventure-works.com,1957-09-19 00:00:00,20000,Partial High School,N,S,Clerical,MR.,2
27220,JACKSON,LONG,M,jackson12@adventure-works.com,1957-05-25 00:00:00,20000,Partial High School,N,S,Clerical,MR.,2
27221,MATTHEW,JONES,M,matthew9@adventure-works.com,1957-07-10 00:00:00,20000,Partial High School,Y,S,Clerical,MR.,2
27222,VIRGINIA,SAI,F,virginia7@adventure-works.com,1957-10-20 00:00:00,20000,Partial High School,Y,M,Clerical,MRS.,2
27223,JEREMY,WRIGHT,M,jeremy9@adventure-works.com,1957-02-26 00:00:00,20000,Partial High School,Y,M,Clerical,MR.,2
27224,JESSICA,GRIFFIN,F,jessica45@adventure-works.com,1957-10-09 00:00:00,20000,Partial High School,N,M,Clerical,MRS.,2
27225,ISAAC,MURPHY,M,isaac14@adventure-works.com,1957-05-08 00:00:00,30000,High School,Y,M,Skilled Manual,MR.,2
27226,CHRISTIAN,WANG,M,christian11@adventure-works.com,1958-07-05 00:00:00,30000,High School,Y,M,Skilled Manual,MR.,2
27227,EMILY,BRYANT,F,emily43@adventure-works.com,1958-03-07 00:00:00,30000,High School,N,S,Skilled Manual,MRS.,2
27228,AMANDA,YOUNG,F,amanda68@adventure-works.com,1958-03-20 00:00:00,40000,Partial College,Y,M,Clerical,MRS.,1
27229,ZACHARY,ZHANG,M,zachary22@adventure-works.com,1958-11-03 00:00:00,40000,Partial College,N,M,Clerical,MR.,1
27230,HUNTER,WILSON,M,hunter66@adventure-works.com,1958-04-15 00:00:00,40000,Partial College,N,S,Clerical,MR.,2
27231,TYRONE,RAMOS,M,tyrone16@adventure-works.com,1959-02-28 00:00:00,40000,Partial College,Y,S,Clerical,MR.,2
27232,RAM,THIRUNAVUKKARASU,M,ram1@adventure-works.com,1959-11-18 00:00:00,40000,Partial College,N,S,Clerical,MR.,2
27233,SETH,WARD,M,seth77@adventure-works.com,1959-10-10 00:00:00,40000,Partial College,N,S,Clerical,MR.,2
27234,GABRIEL,JENKINS,M,gabriel3@adventure-works.com,1959-03-16 00:00:00,40000,Partial College,Y,S,Clerical,MR.,2
27235,ROBERT,LI,M,robert38@adventure-works.com,1959-02-16 00:00:00,40000,Partial College,N,S,Clerical,MR.,2
27236,NICOLE,ALEXANDER,F,nicole68@adventure-works.com,1959-02-15 00:00:00,40000,Partial College,N,S,Clerical,MRS.,2
27238,JESSE,HERNANDEZ,M,jesse44@adventure-works.com,1959-11-21 00:00:00,40000,Partial College,N,S,Clerical,MR.,2
27239,NOAH,SIMMONS,M,noah12@adventure-works.com,1959-02-03 00:00:00,40000,Partial College,N,S,Clerical,MR.,2
27240,DALTON,COOPER,M,dalton79@adventure-works.com,1972-05-28 00:00:00,40000,Partial College,Y,S,Clerical,MR.,4
27241,OSCAR,BUTLER,M,oscar22@adventure-works.com,1972-12-17 00:00:00,50000,Graduate Degree,N,M,Skilled Manual,MR.,0
27242,HUNTER,DIAZ,M,hunter17@adventure-works.com,1973-06-19 00:00:00,40000,Graduate Degree,Y,M,Skilled Manual,MR.,0
